Tipo de universidad;Comunidad Autónoma;Nacionalidad (regiones);Sexo;Total
Univ. Públicas Presenciales;Balears (Illes);Total;Mujeres;7.156
Univ. Públicas Presenciales;Balears (Illes);Total;Hombres;5.043
Univ. Públicas Presenciales;Balears (Illes);España;Ambos sexos;11.637
Univ. Públicas Presenciales;Balears (Illes);España;Mujeres;6.817
Univ. Públicas Presenciales;Balears (Illes);España;Hombres;4.820
Univ. Públicas Presenciales;Balears (Illes);Unión Europea (28);Ambos sexos;269
Univ. Públicas Presenciales;Balears (Illes);Unión Europea (28);Mujeres;168
Univ. Públicas Presenciales;Balears (Illes);Unión Europea (28);Hombres;101
Univ. Públicas Presenciales;Balears (Illes);Resto de Europa;Ambos sexos;43
Univ. Públicas Presenciales;Balears (Illes);Resto de Europa;Mujeres;23
Univ. Públicas Presenciales;Balears (Illes);Resto de Europa;Hombres;20
Univ. Públicas Presenciales;Balears (Illes);EE.UU. y Canadá;Ambos sexos;6
Univ. Públicas Presenciales;Balears (Illes);EE.UU. y Canadá;Mujeres;1
Univ. Públicas Presenciales;Balears (Illes);EE.UU. y Canadá;Hombres;5
Univ. Públicas Presenciales;Balears (Illes);América Latina y Caribe;Ambos sexos;180
Univ. Públicas Presenciales;Balears (Illes);América Latina y Caribe;Mujeres;118
Univ. Públicas Presenciales;Balears (Illes);América Latina y Caribe;Hombres;62
Univ. Públicas Presenciales;Balears (Illes);Norte de África;Ambos sexos;29
Univ. Públicas Presenciales;Balears (Illes);Norte de África;Mujeres;12
Univ. Públicas Presenciales;Balears (Illes);Norte de África;Hombres;17
Univ. Públicas Presenciales;Balears (Illes);Resto de África;Ambos sexos;12
Univ. Públicas Presenciales;Balears (Illes);Resto de África;Mujeres;5
Univ. Públicas Presenciales;Balears (Illes);Resto de África;Hombres;7
Univ. Públicas Presenciales;Balears (Illes);Asia y Oceanía;Ambos sexos;23
Univ. Públicas Presenciales;Balears (Illes);Asia y Oceanía;Mujeres;12
Univ. Públicas Presenciales;Balears (Illes);Asia y Oceanía;Hombres;11
Univ. Públicas Presenciales;Canarias;Total;Ambos sexos;38.326
Univ. Públicas Presenciales;Canarias;Total;Mujeres;21.959
Univ. Públicas Presenciales;Canarias;Total;Hombres;16.367
Univ. Públicas Presenciales;Canarias;España;Ambos sexos;36.693
Univ. Públicas Presenciales;Canarias;España;Mujeres;20.978
Univ. Públicas Presenciales;Canarias;España;Hombres;15.715
Univ. Públicas Presenciales;Canarias;Unión Europea (28);Ambos sexos;505
Univ. Públicas Presenciales;Canarias;Unión Europea (28);Mujeres;311
Univ. Públicas Presenciales;Canarias;Unión Europea (28);Hombres;194
Univ. Públicas Presenciales;Canarias;Resto de Europa;Ambos sexos;73
Univ. Públicas Presenciales;Canarias;Resto de Europa;Mujeres;43
Univ. Públicas Presenciales;Canarias;Resto de Europa;Hombres;30
Univ. Públicas Presenciales;Canarias;EE.UU. y Canadá;Ambos sexos;7
Univ. Públicas Presenciales;Canarias;EE.UU. y Canadá;Mujeres;3
Univ. Públicas Presenciales;Canarias;EE.UU. y Canadá;Hombres;4
Univ. Públicas Presenciales;Canarias;América Latina y Caribe;Ambos sexos;800
Univ. Públicas Presenciales;Canarias;América Latina y Caribe;Mujeres;494
Univ. Públicas Presenciales;Canarias;América Latina y Caribe;Hombres;306
Univ. Públicas Presenciales;Canarias;Norte de África;Ambos sexos;77
Univ. Públicas Presenciales;Canarias;Norte de África;Mujeres;37
Univ. Públicas Presenciales;Canarias;Norte de África;Hombres;40
Univ. Públicas Presenciales;Canarias;Resto de África;Ambos sexos;113
Univ. Públicas Presenciales;Canarias;Resto de África;Mujeres;63
Univ. Públicas Presenciales;Canarias;Resto de África;Hombres;50
Univ. Públicas Presenciales;Canarias;Asia y Oceanía;Ambos sexos;58
Univ. Públicas Presenciales;Canarias;Asia y Oceanía;Mujeres;30
Univ. Públicas Presenciales;Canarias;Asia y Oceanía;Hombres;28
Univ. Públicas Presenciales;Cantabria;Total;Ambos sexos;9.673
Univ. Públicas Presenciales;Cantabria;Total;Mujeres;4.963
Univ. Públicas Presenciales;Cantabria;Total;Hombres;4.710
Univ. Públicas Presenciales;Cantabria;España;Ambos sexos;9.437
Univ. Públicas Presenciales;Cantabria;España;Mujeres;4.816
Univ. Públicas Presenciales;Cantabria;España;Hombres;4.621
Univ. Públicas Presenciales;Cantabria;Unión Europea (28);Ambos sexos;75
Univ. Públicas Presenciales;Cantabria;Unión Europea (28);Mujeres;47
Univ. Públicas Presenciales;Cantabria;Unión Europea (28);Hombres;28
Univ. Públicas Presenciales;Cantabria;Resto de Europa;Ambos sexos;63
Univ. Públicas Presenciales;Cantabria;Resto de Europa;Mujeres;45
Univ. Públicas Presenciales;Cantabria;Resto de Europa;Hombres;18
Univ. Públicas Presenciales;Cantabria;EE.UU. y Canadá;Ambos sexos;1
Univ. Públicas Presenciales;Cantabria;EE.UU. y Canadá;Mujeres;1
Univ. Públicas Presenciales;Cantabria;EE.UU. y Canadá;Hombres;..
Univ. Públicas Presenciales;Cantabria;América Latina y Caribe;Ambos sexos;68
Univ. Públicas Presenciales;Cantabria;América Latina y Caribe;Mujeres;38
Univ. Públicas Presenciales;Cantabria;América Latina y Caribe;Hombres;30
Univ. Públicas Presenciales;Cantabria;Norte de África;Ambos sexos;12
Univ. Públicas Presenciales;Cantabria;Norte de África;Mujeres;6
Univ. Públicas Presenciales;Cantabria;Norte de África;Hombres;6
Univ. Públicas Presenciales;Cantabria;Resto de África;Ambos sexos;10
Univ. Públicas Presenciales;Cantabria;Resto de África;Mujeres;6
Univ. Públicas Presenciales;Cantabria;Resto de África;Hombres;4
Univ. Públicas Presenciales;Cantabria;Asia y Oceanía;Ambos sexos;7
Univ. Públicas Presenciales;Cantabria;Asia y Oceanía;Mujeres;4
Univ. Públicas Presenciales;Cantabria;Asia y Oceanía;Hombres;3
Univ. Públicas Presenciales;Castilla - La Mancha;Total;Ambos sexos;24.645
Univ. Públicas Presenciales;Castilla - La Mancha;Total;Mujeres;13.641
Univ. Públicas Presenciales;Castilla - La Mancha;Total;Hombres;11.004
Univ. Públicas Presenciales;Castilla - La Mancha;España;Ambos sexos;24.156
Univ. Públicas Presenciales;Castilla - La Mancha;España;Mujeres;13.344
Univ. Públicas Presenciales;Castilla - La Mancha;España;Hombres;10.812
Univ. Públicas Presenciales;Castilla - La Mancha;Unión Europea (28);Ambos sexos;200
Univ. Públicas Presenciales;Castilla - La Mancha;Unión Europea (28);Mujeres;146
Univ. Públicas Presenciales;Castilla - La Mancha;Unión Europea (28);Hombres;54
Univ. Públicas Presenciales;Castilla - La Mancha;Resto de Europa;Ambos sexos;27
Univ. Públicas Presenciales;Castilla - La Mancha;Resto de Europa;Mujeres;22
Univ. Públicas Presenciales;Castilla - La Mancha;Resto de Europa;Hombres;5
Univ. Públicas Presenciales;Castilla - La Mancha;EE.UU. y Canadá;Ambos sexos;3
Univ. Públicas Presenciales;Castilla - La Mancha;EE.UU. y Canadá;Mujeres;1
Univ. Públicas Presenciales;Castilla - La Mancha;EE.UU. y Canadá;Hombres;2
Univ. Públicas Presenciales;Castilla - La Mancha;América Latina y Caribe;Ambos sexos;92
Univ. Públicas Presenciales;Castilla - La Mancha;América Latina y Caribe;Mujeres;57
Univ. Públicas Presenciales;Castilla - La Mancha;América Latina y Caribe;Hombres;35
Univ. Públicas Presenciales;Castilla - La Mancha;Norte de África;Ambos sexos;44
Univ. Públicas Presenciales;Castilla - La Mancha;Norte de África;Mujeres;27
Univ. Públicas Presenciales;Castilla - La Mancha;Norte de África;Hombres;17
Univ. Públicas Presenciales;Castilla - La Mancha;Resto de África;Ambos sexos;37
Univ. Públicas Presenciales;Castilla - La Mancha;Resto de África;Mujeres;11
Univ. Públicas Presenciales;Castilla - La Mancha;Resto de África;Hombres;26
Univ. Públicas Presenciales;Castilla - La Mancha;Asia y Oceanía;Ambos sexos;86
Univ. Públicas Presenciales;Castilla - La Mancha;Asia y Oceanía;Mujeres;33
Univ. Públicas Presenciales;Castilla - La Mancha;Asia y Oceanía;Hombres;53
Univ. Públicas Presenciales;Castilla y León;Total;Ambos sexos;65.662
Univ. Públicas Presenciales;Castilla y León;Total;Mujeres;36.113
Univ. Públicas Presenciales;Castilla y León;Total;Hombres;29.549
Univ. Públicas Presenciales;Castilla y León;España;Ambos sexos;64.152
Univ. Públicas Presenciales;Castilla y León;España;Mujeres;35.212
Univ. Públicas Presenciales;Castilla y León;España;Hombres;28.940
Univ. Públicas Presenciales;Castilla y León;Unión Europea (28);Ambos sexos;644
Univ. Públicas Presenciales;Castilla y León;Unión Europea (28);Mujeres;418
Univ. Públicas Presenciales;Castilla y León;Unión Europea (28);Hombres;226
Univ. Públicas Presenciales;Castilla y León;Resto de Europa;Ambos sexos;72
Univ. Públicas Presenciales;Castilla y León;Resto de Europa;Mujeres;53
Univ. Públicas Presenciales;Castilla y León;Resto de Europa;Hombres;19
Univ. Públicas Presenciales;Castilla y León;EE.UU. y Canadá;Ambos sexos;8
Univ. Públicas Presenciales;Castilla y León;EE.UU. y Canadá;Mujeres;4
Univ. Públicas Presenciales;Castilla y León;EE.UU. y Canadá;Hombres;4
Univ. Públicas Presenciales;Castilla y León;América Latina y Caribe;Ambos sexos;334
Univ. Públicas Presenciales;Castilla y León;América Latina y Caribe;Mujeres;175
Univ. Públicas Presenciales;Castilla y León;América Latina y Caribe;Hombres;159
Univ. Públicas Presenciales;Castilla y León;Norte de África;Ambos sexos;97
Univ. Públicas Presenciales;Castilla y León;Norte de África;Mujeres;52
Univ. Públicas Presenciales;Castilla y León;Norte de África;Hombres;45
Univ. Públicas Presenciales;Castilla y León;Resto de África;Ambos sexos;80
Univ. Públicas Presenciales;Castilla y León;Resto de África;Mujeres;38
Univ. Públicas Presenciales;Castilla y León;Resto de África;Hombres;42
Univ. Públicas Presenciales;Castilla y León;Asia y Oceanía;Ambos sexos;275
Univ. Públicas Presenciales;Castilla y León;Asia y Oceanía;Mujeres;161
Univ. Públicas Presenciales;Castilla y León;Asia y Oceanía;Hombres;114
Univ. Públicas Presenciales;Cataluña;Total;Ambos sexos;154.638
Univ. Públicas Presenciales;Cataluña;Total;Mujeres;82.365
Univ. Públicas Presenciales;Cataluña;Total;Hombres;72.273
Univ. Públicas Presenciales;Cataluña;España;Ambos sexos;146.105
Univ. Públicas Presenciales;Cataluña;España;Mujeres;77.307
Univ. Públicas Presenciales;Cataluña;España;Hombres;68.798
Univ. Públicas Presenciales;Cataluña;Unión Europea (28);Ambos sexos;3.228
Univ. Públicas Presenciales;Cataluña;Unión Europea (28);Mujeres;1.944
Univ. Públicas Presenciales;Cataluña;Unión Europea (28);Hombres;1.284
Univ. Públicas Presenciales;Cataluña;Resto de Europa;Ambos sexos;1.260
Univ. Públicas Presenciales;Cataluña;Resto de Europa;Mujeres;747
Univ. Públicas Presenciales;Cataluña;Resto de Europa;Hombres;513
Univ. Públicas Presenciales;Cataluña;EE.UU. y Canadá;Ambos sexos;33
Univ. Públicas Presenciales;Cataluña;EE.UU. y Canadá;Mujeres;19
Univ. Públicas Presenciales;Cataluña;EE.UU. y Canadá;Hombres;14
Univ. Públicas Presenciales;Cataluña;América Latina y Caribe;Ambos sexos;2.400
Univ. Públicas Presenciales;Cataluña;América Latina y Caribe;Mujeres;1.485
Univ. Públicas Presenciales;Cataluña;América Latina y Caribe;Hombres;915
Univ. Públicas Presenciales;Cataluña;Norte de África;Ambos sexos;684
Univ. Públicas Presenciales;Cataluña;Norte de África;Mujeres;383
Univ. Públicas Presenciales;Cataluña;Norte de África;Hombres;301
Univ. Públicas Presenciales;Cataluña;Resto de África;Ambos sexos;138
Univ. Públicas Presenciales;Cataluña;Resto de África;Mujeres;65
Univ. Públicas Presenciales;Cataluña;Resto de África;Hombres;73
Univ. Públicas Presenciales;Cataluña;Asia y Oceanía;Ambos sexos;790
Univ. Públicas Presenciales;Cataluña;Asia y Oceanía;Mujeres;415
Univ. Públicas Presenciales;Cataluña;Asia y Oceanía;Hombres;375
Univ. Públicas Presenciales;Comunitat Valenciana;Total;Ambos sexos;115.916
Univ. Públicas Presenciales;Comunitat Valenciana;Total;Mujeres;60.643
Univ. Públicas Presenciales;Comunitat Valenciana;Total;Hombres;55.273
Univ. Públicas Presenciales;Comunitat Valenciana;España;Ambos sexos;109.790
Univ. Públicas Presenciales;Comunitat Valenciana;España;Mujeres;57.031
Univ. Públicas Presenciales;Comunitat Valenciana;España;Hombres;52.759
Univ. Públicas Presenciales;Comunitat Valenciana;Unión Europea (28);Ambos sexos;3.055
Univ. Públicas Presenciales;Comunitat Valenciana;Unión Europea (28);Mujeres;1.852
Univ. Públicas Presenciales;Comunitat Valenciana;Unión Europea (28);Hombres;1.203
Univ. Públicas Presenciales;Comunitat Valenciana;Resto de Europa;Ambos sexos;714
Univ. Públicas Presenciales;Comunitat Valenciana;Resto de Europa;Mujeres;453
Univ. Públicas Presenciales;Comunitat Valenciana;Resto de Europa;Hombres;261
Univ. Públicas Presenciales;Comunitat Valenciana;EE.UU. y Canadá;Ambos sexos;51
Univ. Públicas Presenciales;Comunitat Valenciana;EE.UU. y Canadá;Mujeres;20
Univ. Públicas Presenciales;Comunitat Valenciana;EE.UU. y Canadá;Hombres;31
Univ. Públicas Presenciales;Comunitat Valenciana;América Latina y Caribe;Ambos sexos;1.330
Univ. Públicas Presenciales;Comunitat Valenciana;América Latina y Caribe;Mujeres;750
Univ. Públicas Presenciales;Comunitat Valenciana;América Latina y Caribe;Hombres;580
Univ. Públicas Presenciales;Comunitat Valenciana;Norte de África;Ambos sexos;510
Univ. Públicas Presenciales;Comunitat Valenciana;Norte de África;Mujeres;282
Univ. Públicas Presenciales;Comunitat Valenciana;Norte de África;Hombres;228
Univ. Públicas Presenciales;Comunitat Valenciana;Resto de África;Ambos sexos;113
Univ. Públicas Presenciales;Comunitat Valenciana;Resto de África;Mujeres;56
Univ. Públicas Presenciales;Comunitat Valenciana;Resto de África;Hombres;57
Univ. Públicas Presenciales;Comunitat Valenciana;Asia y Oceanía;Ambos sexos;353
Univ. Públicas Presenciales;Comunitat Valenciana;Asia y Oceanía;Mujeres;199
Univ. Públicas Presenciales;Comunitat Valenciana;Asia y Oceanía;Hombres;154
Univ. Públicas Presenciales;Estado;Total;Ambos sexos;..
Univ. Públicas Presenciales;Estado;Total;Mujeres;..
Univ. Públicas Presenciales;Estado;Total;Hombres;..
Univ. Públicas Presenciales;Estado;España;Ambos sexos;..
Univ. Públicas Presenciales;Estado;España;Mujeres;..
Univ. Públicas Presenciales;Estado;España;Hombres;..
Univ. Públicas Presenciales;Estado;Unión Europea (28);Ambos sexos;..
Univ. Públicas Presenciales;Estado;Unión Europea (28);Mujeres;..
Univ. Públicas Presenciales;Estado;Unión Europea (28);Hombres;..
Univ. Públicas Presenciales;Estado;Resto de Europa;Ambos sexos;..
Univ. Públicas Presenciales;Estado;Resto de Europa;Mujeres;..
Univ. Públicas Presenciales;Estado;Resto de Europa;Hombres;..
Univ. Públicas Presenciales;Estado;EE.UU. y Canadá;Ambos sexos;..
Univ. Públicas Presenciales;Estado;EE.UU. y Canadá;Mujeres;..
Univ. Públicas Presenciales;Estado;EE.UU. y Canadá;Hombres;..
Univ. Públicas Presenciales;Estado;América Latina y Caribe;Ambos sexos;..
Univ. Públicas Presenciales;Estado;América Latina y Caribe;Mujeres;..
Univ. Públicas Presenciales;Estado;América Latina y Caribe;Hombres;..
Univ. Públicas Presenciales;Estado;Norte de África;Ambos sexos;..
Univ. Públicas Presenciales;Estado;Norte de África;Mujeres;..
Univ. Públicas Presenciales;Estado;Norte de África;Hombres;..
Univ. Públicas Presenciales;Estado;Resto de África;Ambos sexos;..
Univ. Públicas Presenciales;Estado;Resto de África;Mujeres;..
Univ. Públicas Presenciales;Estado;Resto de África;Hombres;..
Univ. Públicas Presenciales;Estado;Asia y Oceanía;Ambos sexos;..
Univ. Públicas Presenciales;Estado;Asia y Oceanía;Mujeres;..
Univ. Públicas Presenciales;Estado;Asia y Oceanía;Hombres;..
Univ. Públicas Presenciales;Extremadura;Total;Ambos sexos;19.536
Univ. Públicas Presenciales;Extremadura;Total;Mujeres;10.583
Univ. Públicas Presenciales;Extremadura;Total;Hombres;8.953
Univ. Públicas Presenciales;Extremadura;España;Ambos sexos;19.364
Univ. Públicas Presenciales;Extremadura;España;Mujeres;10.474
Univ. Públicas Presenciales;Extremadura;España;Hombres;8.890
Univ. Públicas Presenciales;Extremadura;Unión Europea (28);Ambos sexos;90
Univ. Públicas Presenciales;Extremadura;Unión Europea (28);Mujeres;63
Univ. Públicas Presenciales;Extremadura;Unión Europea (28);Hombres;27
Univ. Públicas Presenciales;Extremadura;Resto de Europa;Ambos sexos;11
Univ. Públicas Presenciales;Extremadura;Resto de Europa;Mujeres;7
Univ. Públicas Presenciales;Extremadura;Resto de Europa;Hombres;4
Univ. Públicas Presenciales;Extremadura;EE.UU. y Canadá;Ambos sexos;2
Univ. Públicas Presenciales;Extremadura;EE.UU. y Canadá;Mujeres;1
Univ. Públicas Presenciales;Extremadura;EE.UU. y Canadá;Hombres;1
Univ. Públicas Presenciales;Extremadura;América Latina y Caribe;Ambos sexos;40
Univ. Públicas Presenciales;Extremadura;América Latina y Caribe;Mujeres;22
Univ. Públicas Presenciales;Extremadura;América Latina y Caribe;Hombres;18
